transaction_id,user_id,merchant_id,amount,timestamp,device_id,ip_address,account_age_days,failed_attempts,refund_count,is_fraud
TXN_003462,USER_1258,MERCHANT_111,2489.65,2026-06-06 03:35:04.362924,DEVICE_1258_A,IP_1258_A,191,2,0,0
TXN_004891,USER_0505,MERCHANT_084,323.88,2026-06-06 04:21:04.362924,DEVICE_0505_A,IP_0505_A,1270,0,0,0
TXN_005373,USER_1087,MERCHANT_035,263.69,2026-06-06 04:21:04.362924,DEVICE_1087_A,IP_1087_A,43,0,0,0
TXN_005005,USER_1313,MERCHANT_069,1039.56,2026-06-06 04:22:04.362924,DEVICE_1313_A,IP_1313_A,1284,1,0,0
TXN_002737,USER_1455,MERCHANT_054,466.65,2026-06-06 04:41:04.362924,DEVICE_1455_A,IP_1455_A,1498,0,0,0
TXN_003278,USER_0689,MERCHANT_090,663.58,2026-06-06 05:05:04.362924,DEVICE_0689_A,IP_0689_A,288,2,1,0
TXN_001178,USER_0941,MERCHANT_052,557.34,2026-06-06 05:15:04.362924,DEVICE_0941_A,IP_0941_A,1316,0,0,0
TXN_003836,USER_0788,MERCHANT_005,445.31,2026-06-06 05:23:04.362924,DEVICE_0788_A,IP_0788_A,272,1,0,0
TXN_004233,USER_1146,MERCHANT_134,379.47,2026-06-06 06:36:04.362924,DEVICE_1146_A,IP_1146_A,294,1,0,0
TXN_005890,USER_1422,MERCHANT_032,461.21,2026-06-06 06:49:04.362924,DEVICE_1422_A,IP_1422_A,61,1,0,0
TXN_002724,USER_0339,MERCHANT_123,1822.89,2026-06-06 07:17:04.362924,DEVICE_0339_A,IP_0339_A,117,0,0,0
TXN_005082,USER_0957,MERCHANT_093,664.39,2026-06-06 07:50:04.362924,DEVICE_0957_A,IP_0957_A,948,0,1,0
TXN_005544,USER_0030,MERCHANT_002,2051.7,2026-06-06 07:51:04.362924,DEVICE_RING_A_01,IP_RING_A_01,1,7,3,1
TXN_005140,USER_0160,MERCHANT_083,366.01,2026-06-06 08:20:04.362924,DEVICE_0160_A,IP_0160_A,190,1,0,0
TXN_003742,USER_0127,MERCHANT_133,887.04,2026-06-06 09:04:04.362924,DEVICE_0127_A,IP_0127_A,1097,0,0,0
TXN_002857,USER_1201,MERCHANT_115,350.2,2026-06-06 09:21:04.362924,DEVICE_1201_A,IP_1201_A,427,0,0,0
TXN_001754,USER_0445,MERCHANT_134,152.01,2026-06-06 09:29:04.362924,DEVICE_0445_A,IP_0445_A,551,2,0,0
TXN_006000,USER_0821,MERCHANT_040,249.44,2026-06-06 09:37:04.362924,DEVICE_0821_A,IP_0821_A,896,0,0,0
TXN_003067,USER_0804,MERCHANT_051,2237.53,2026-06-06 10:28:04.362924,DEVICE_0804_A,IP_0804_A,1404,1,0,0
TXN_001214,USER_0062,MERCHANT_009,6117.88,2026-06-06 11:12:04.362924,DEVICE_RING_C_02,IP_RING_C_02,73,3,2,1
TXN_001593,USER_0089,MERCHANT_007,3868.44,2026-06-06 11:13:04.362924,DEVICE_RING_C_01,IP_RING_C_01,37,2,2,1
TXN_000639,USER_1434,MERCHANT_017,228.03,2026-06-06 11:25:04.362924,DEVICE_1434_A,IP_1434_A,1229,0,1,0
TXN_004120,USER_0060,MERCHANT_004,883.81,2026-06-06 11:30:04.362924,DEVICE_RING_B_02,IP_RING_B_02,43,8,1,1
TXN_004002,USER_1214,MERCHANT_109,586.12,2026-06-06 11:48:04.362924,DEVICE_1214_A,IP_1214_A,660,0,0,0
TXN_001008,USER_0135,MERCHANT_046,966.14,2026-06-06 12:24:04.362924,DEVICE_0135_A,IP_0135_A,212,1,0,0
TXN_002983,USER_0386,MERCHANT_094,1039.3,2026-06-06 12:26:04.362924,DEVICE_0386_A,IP_0386_A,1085,2,0,0
TXN_000442,USER_0960,MERCHANT_007,585.47,2026-06-06 12:27:04.362924,DEVICE_0960_A,IP_0960_A,507,0,0,0
TXN_001847,USER_1114,MERCHANT_052,1550.31,2026-06-06 12:37:04.362924,DEVICE_1114_A,IP_1114_A,264,0,0,0
TXN_000671,USER_0045,MERCHANT_004,8691.76,2026-06-06 12:56:04.362924,DEVICE_RING_B_01,IP_RING_B_01,66,7,3,1
TXN_001372,USER_0864,MERCHANT_003,2166.16,2026-06-06 13:13:04.362924,DEVICE_0864_A,IP_0864_A,181,0,0,0
TXN_000265,USER_0655,MERCHANT_099,496.46,2026-06-06 13:27:04.362924,DEVICE_0655_A,IP_0655_A,512,0,0,0
TXN_002139,USER_0187,MERCHANT_105,236.89,2026-06-06 13:34:04.362924,DEVICE_0187_A,IP_0187_A,1094,2,1,0
TXN_005746,USER_0065,MERCHANT_007,3607.58,2026-06-06 13:37:04.362924,DEVICE_RING_C_01,IP_RING_C_02,27,7,4,1
TXN_004800,USER_1351,MERCHANT_079,1044.52,2026-06-06 14:31:04.362924,DEVICE_1351_A,IP_1351_A,929,0,0,0
TXN_002477,USER_1406,MERCHANT_073,504.61,2026-06-06 14:35:04.362924,DEVICE_1406_A,IP_1406_A,574,0,0,0
TXN_000945,USER_0118,MERCHANT_011,15846.17,2026-06-06 14:45:04.362924,DEVICE_RING_D_01,IP_RING_D_02,70,6,3,1
TXN_004479,USER_0499,MERCHANT_039,210.83,2026-06-06 15:06:04.362924,DEVICE_0499_A,IP_0499_A,122,0,0,0
TXN_001735,USER_0888,MERCHANT_058,1093.22,2026-06-06 15:08:04.362924,DEVICE_0888_A,IP_0888_A,1069,0,1,0
TXN_000129,USER_0539,MERCHANT_078,646.56,2026-06-06 15:19:04.362924,DEVICE_0539_A,IP_0539_A,462,1,0,0
TXN_003439,USER_0488,MERCHANT_095,228.31,2026-06-06 15:54:04.362924,DEVICE_0488_A,IP_0488_A,746,0,0,0
TXN_004326,USER_0713,MERCHANT_004,1305.26,2026-06-06 16:10:04.362924,DEVICE_0713_A,IP_0713_A,1224,0,0,0
TXN_004667,USER_0015,MERCHANT_001,1316.04,2026-06-06 16:25:04.362924,DEVICE_RING_A_01,IP_RING_A_02,78,8,2,1
TXN_004122,USER_0880,MERCHANT_012,541.29,2026-06-06 16:48:04.362924,DEVICE_0880_A,IP_0880_A,294,1,1,0
TXN_002835,USER_0142,MERCHANT_048,499.89,2026-06-06 16:50:04.362924,DEVICE_0142_A,IP_0142_A,457,1,2,0
TXN_000533,USER_0579,MERCHANT_065,570.99,2026-06-06 17:01:04.362924,DEVICE_0579_A,IP_0579_A,1275,1,0,0
TXN_003302,USER_0410,MERCHANT_118,296.93,2026-06-06 17:02:04.362924,DEVICE_0410_A,IP_0410_A,787,0,0,0
TXN_004721,USER_0039,MERCHANT_006,6844.52,2026-06-06 17:07:04.362924,DEVICE_RING_B_02,IP_RING_B_02,45,4,1,1
TXN_003340,USER_0081,MERCHANT_008,15069.18,2026-06-06 17:10:04.362924,DEVICE_RING_C_02,IP_RING_C_01,25,3,2,1
TXN_004537,USER_0808,MERCHANT_065,705.88,2026-06-06 17:35:04.362924,DEVICE_0808_A,IP_0808_A,1272,1,1,0
TXN_000777,USER_0207,MERCHANT_149,347.78,2026-06-06 18:02:04.362924,DEVICE_0207_A,IP_0207_A,1444,0,0,0
TXN_005217,USER_0122,MERCHANT_118,746.32,2026-06-06 18:45:04.362924,DEVICE_0122_A,IP_0122_A,922,2,0,0
TXN_002223,USER_0383,MERCHANT_133,1048.46,2026-06-06 18:47:04.362924,DEVICE_0383_A,IP_0383_A,348,0,0,0
TXN_001334,USER_0574,MERCHANT_006,1835.32,2026-06-06 18:59:04.362924,DEVICE_0574_A,IP_0574_A,605,0,0,0
TXN_003810,USER_0003,MERCHANT_002,5624.26,2026-06-06 19:07:04.362924,DEVICE_RING_A_01,IP_RING_A_02,29,4,5,1
TXN_002581,USER_0349,MERCHANT_087,793.15,2026-06-06 20:03:04.362924,DEVICE_0349_A,IP_0349_A,1308,1,0,0
TXN_001563,USER_0321,MERCHANT_097,97.39,2026-06-06 20:04:04.362924,DEVICE_0321_A,IP_0321_A,485,0,0,0
TXN_001101,USER_0026,MERCHANT_003,6782.2,2026-06-06 20:58:04.362924,DEVICE_RING_A_01,IP_RING_A_01,26,3,3,1
TXN_003510,USER_0080,MERCHANT_007,1466.22,2026-06-06 21:05:04.362924,DEVICE_RING_C_02,IP_RING_C_02,79,8,3,1
TXN_004717,USER_0031,MERCHANT_006,25000.0,2026-06-06 21:08:04.362924,DEVICE_RING_B_01,IP_RING_B_02,67,3,5,1
TXN_004394,USER_0079,MERCHANT_007,1467.51,2026-06-06 21:18:04.362924,DEVICE_RING_C_01,IP_RING_C_01,40,7,2,1
TXN_003655,USER_0630,MERCHANT_137,671.12,2026-06-06 21:19:04.362924,DEVICE_0630_A,IP_0630_A,287,1,2,0
TXN_004139,USER_0727,MERCHANT_115,1170.76,2026-06-06 21:26:04.362924,DEVICE_0727_A,IP_0727_A,1341,0,0,0
TXN_000359,USER_0322,MERCHANT_067,764.31,2026-06-06 21:34:04.362924,DEVICE_0322_A,IP_0322_A,484,0,0,0
TXN_002900,USER_0540,MERCHANT_043,744.29,2026-06-06 21:46:04.362924,DEVICE_0540_A,IP_0540_A,1418,0,0,0
TXN_002036,USER_0522,MERCHANT_114,4753.68,2026-06-06 21:50:04.362924,DEVICE_0522_A,IP_0522_A,769,0,0,0
TXN_005747,USER_0668,MERCHANT_051,449.9,2026-06-06 22:52:04.362924,DEVICE_0668_A,IP_0668_A,421,0,0,0
TXN_003198,USER_1242,MERCHANT_022,146.14,2026-06-06 23:00:04.362924,DEVICE_1242_A,IP_1242_A,635,0,0,0
TXN_000586,USER_1438,MERCHANT_041,722.77,2026-06-06 23:58:04.362924,DEVICE_1438_A,IP_1438_A,1065,1,1,0
TXN_001401,USER_1087,MERCHANT_132,273.62,2026-06-07 00:30:04.362924,DEVICE_1087_A,IP_1087_A,335,1,0,0
TXN_005691,USER_0350,MERCHANT_107,631.57,2026-06-07 00:42:04.362924,DEVICE_0350_A,IP_0350_A,166,0,0,0
TXN_004548,USER_0332,MERCHANT_104,574.72,2026-06-07 00:47:04.362924,DEVICE_0332_A,IP_0332_A,1087,2,0,0
TXN_002638,USER_0393,MERCHANT_050,1215.5,2026-06-07 00:59:04.362924,DEVICE_0393_A,IP_0393_A,886,0,0,0
TXN_004219,USER_1316,MERCHANT_111,765.3,2026-06-07 01:00:04.362924,DEVICE_1316_A,IP_1316_A,1336,0,0,0
TXN_005298,USER_1451,MERCHANT_064,1060.03,2026-06-07 01:00:04.362924,DEVICE_1451_A,IP_1451_A,860,1,0,0
TXN_001359,USER_1339,MERCHANT_018,197.9,2026-06-07 01:22:04.362924,DEVICE_1339_A,IP_1339_A,1244,1,0,0
TXN_000583,USER_1195,MERCHANT_148,964.41,2026-06-07 01:32:04.362924,DEVICE_1195_A,IP_1195_A,1187,0,2,0
TXN_001034,USER_0953,MERCHANT_056,974.89,2026-06-07 01:40:04.362924,DEVICE_0953_A,IP_0953_A,301,0,0,0
TXN_001472,USER_1146,MERCHANT_096,379.78,2026-06-07 02:34:04.362924,DEVICE_1146_A,IP_1146_A,1036,0,0,0
TXN_004294,USER_0451,MERCHANT_043,513.16,2026-06-07 03:12:04.362924,DEVICE_0451_A,IP_0451_A,187,0,0,0
TXN_003059,USER_1179,MERCHANT_025,243.55,2026-06-07 03:12:04.362924,DEVICE_1179_A,IP_1179_A,1402,0,0,0
TXN_001643,USER_1440,MERCHANT_012,565.21,2026-06-07 04:08:04.362924,DEVICE_1440_A,IP_1440_A,300,0,0,0
TXN_002746,USER_0116,MERCHANT_011,1858.34,2026-06-07 04:36:04.362924,DEVICE_RING_D_01,IP_RING_D_02,39,7,2,1
TXN_001237,USER_0511,MERCHANT_029,2111.61,2026-06-07 04:50:04.362924,DEVICE_0511_A,IP_0511_A,62,0,0,0
TXN_003334,USER_1147,MERCHANT_015,922.87,2026-06-07 05:05:04.362924,DEVICE_1147_A,IP_1147_A,781,0,1,0
TXN_003702,USER_0663,MERCHANT_055,1783.61,2026-06-07 05:05:04.362924,DEVICE_0663_A,IP_0663_A,383,0,0,0
TXN_005484,USER_1025,MERCHANT_001,616.78,2026-06-07 05:19:04.362924,DEVICE_1025_A,IP_1025_A,1457,0,0,0
TXN_005453,USER_0978,MERCHANT_084,2154.63,2026-06-07 05:42:04.362924,DEVICE_0978_A,IP_0978_A,90,0,0,0
TXN_001440,USER_0811,MERCHANT_050,1041.16,2026-06-07 06:20:04.362924,DEVICE_0811_A,IP_0811_A,1422,0,0,0
TXN_003586,USER_0426,MERCHANT_115,227.42,2026-06-07 06:21:04.362924,DEVICE_0426_A,IP_0426_A,788,1,0,0
TXN_003195,USER_0038,MERCHANT_004,538.62,2026-06-07 07:05:04.362924,DEVICE_RING_B_01,IP_RING_B_01,9,7,5,1
TXN_002880,USER_1271,MERCHANT_124,521.36,2026-06-07 07:09:04.362924,DEVICE_1271_A,IP_1271_A,902,0,1,0
TXN_001697,USER_0413,MERCHANT_080,283.35,2026-06-07 07:10:04.362924,DEVICE_0413_A,IP_0413_A,1150,1,0,0
TXN_003210,USER_0873,MERCHANT_144,841.64,2026-06-07 07:23:04.362924,DEVICE_0873_A,IP_0873_A,428,0,0,0
TXN_000776,USER_0463,MERCHANT_071,184.8,2026-06-07 07:26:04.362924,DEVICE_0463_A,IP_0463_A,1227,0,0,0
TXN_000911,USER_1396,MERCHANT_144,476.32,2026-06-07 07:51:04.362924,DEVICE_1396_A,IP_1396_A,1082,0,0,0
TXN_004882,USER_0083,MERCHANT_008,9876.96,2026-06-07 09:05:04.362924,DEVICE_RING_C_01,IP_RING_C_02,44,6,5,1
TXN_001329,USER_0394,MERCHANT_001,242.17,2026-06-07 09:12:04.362924,DEVICE_0394_A,IP_0394_A,1276,0,1,0
TXN_002963,USER_0088,MERCHANT_008,1473.02,2026-06-07 09:36:04.362924,DEVICE_RING_C_01,IP_RING_C_01,12,2,3,1
TXN_004581,USER_0156,MERCHANT_094,702.07,2026-06-07 09:39:04.362924,DEVICE_0156_A,IP_0156_A,341,0,1,0
TXN_002435,USER_0922,MERCHANT_121,710.46,2026-06-07 10:20:04.362924,DEVICE_0922_A,IP_0922_A,336,0,0,0
TXN_004119,USER_0386,MERCHANT_096,426.59,2026-06-07 10:27:04.362924,DEVICE_0386_A,IP_0386_A,1025,1,1,0
TXN_004026,USER_0612,MERCHANT_031,472.6,2026-06-07 11:06:04.362924,DEVICE_0612_A,IP_0612_A,964,0,0,0
TXN_002892,USER_1135,MERCHANT_113,121.39,2026-06-07 11:16:04.362924,DEVICE_1135_A,IP_1135_A,936,0,0,0
TXN_005290,USER_0580,MERCHANT_043,1187.66,2026-06-07 11:29:04.362924,DEVICE_0580_A,IP_0580_A,903,1,0,0
TXN_004229,USER_1080,MERCHANT_049,738.31,2026-06-07 12:53:04.362924,DEVICE_1080_A,IP_1080_A,669,0,0,0
TXN_003416,USER_0640,MERCHANT_044,537.36,2026-06-07 14:12:04.362924,DEVICE_0640_A,IP_0640_A,920,2,0,0
TXN_000157,USER_0863,MERCHANT_080,2431.49,2026-06-07 14:21:04.362924,DEVICE_0863_A,IP_0863_A,399,2,0,0
TXN_000840,USER_0082,MERCHANT_009,2018.39,2026-06-07 14:40:04.362924,DEVICE_RING_C_02,IP_RING_C_02,39,3,5,1
TXN_003508,USER_0745,MERCHANT_129,573.17,2026-06-07 14:59:04.362924,DEVICE_0745_A,IP_0745_A,1092,0,0,0
TXN_001149,USER_0049,MERCHANT_006,12314.73,2026-06-07 15:10:04.362924,DEVICE_RING_B_02,IP_RING_B_01,60,4,5,1
TXN_000133,USER_1062,MERCHANT_020,270.48,2026-06-07 15:28:04.362924,DEVICE_1062_A,IP_1062_A,671,0,0,0
TXN_001908,USER_0103,MERCHANT_010,810.2,2026-06-07 15:42:04.362924,DEVICE_RING_D_02,IP_RING_D_01,27,5,2,1
TXN_000001,USER_1225,MERCHANT_014,870.85,2026-06-07 16:52:04.362924,DEVICE_1225_A,IP_1225_A,746,0,0,0
TXN_005162,USER_1076,MERCHANT_086,126.59,2026-06-07 16:54:04.362924,DEVICE_1076_A,IP_1076_A,971,0,1,0
TXN_005102,USER_0819,MERCHANT_075,874.1,2026-06-07 17:12:04.362924,DEVICE_0819_A,IP_0819_A,362,0,0,0
TXN_001468,USER_0902,MERCHANT_110,806.69,2026-06-07 17:48:04.362924,DEVICE_0902_A,IP_0902_A,200,1,1,0
TXN_005187,USER_0466,MERCHANT_043,454.97,2026-06-07 17:57:04.362924,DEVICE_0466_A,IP_0466_A,913,1,0,0
TXN_000519,USER_0812,MERCHANT_078,646.41,2026-06-07 18:43:04.362924,DEVICE_0812_A,IP_0812_A,666,0,0,0
TXN_000003,USER_1393,MERCHANT_040,975.25,2026-06-07 19:03:04.362924,DEVICE_1393_A,IP_1393_A,518,0,0,0
TXN_004760,USER_0300,MERCHANT_138,1031.08,2026-06-07 19:08:04.362924,DEVICE_0300_A,IP_0300_A,263,0,0,0
TXN_002694,USER_0324,MERCHANT_034,542.43,2026-06-07 19:43:04.362924,DEVICE_0324_A,IP_0324_A,558,0,0,0
TXN_002610,USER_1146,MERCHANT_130,1561.01,2026-06-07 19:47:04.362924,DEVICE_1146_A,IP_1146_A,146,0,0,0
TXN_002867,USER_1145,MERCHANT_080,319.89,2026-06-07 21:00:04.362924,DEVICE_1145_A,IP_1145_A,1196,0,2,0
TXN_002387,USER_0138,MERCHANT_014,504.78,2026-06-07 21:25:04.362924,DEVICE_0138_A,IP_0138_A,708,1,0,0
TXN_004516,USER_0749,MERCHANT_105,302.57,2026-06-07 21:53:04.362924,DEVICE_0749_A,IP_0749_A,1310,0,0,0
TXN_000278,USER_0931,MERCHANT_066,382.51,2026-06-07 22:05:04.362924,DEVICE_0931_A,IP_0931_A,36,1,0,0
TXN_000076,USER_1469,MERCHANT_102,1111.38,2026-06-07 22:27:04.362924,DEVICE_1469_A,IP_1469_A,592,0,1,0
TXN_005616,USER_1300,MERCHANT_065,88.39,2026-06-07 22:42:04.362924,DEVICE_1300_A,IP_1300_A,214,0,0,0
TXN_004994,USER_1105,MERCHANT_088,917.83,2026-06-07 23:24:04.362924,DEVICE_1105_A,IP_1105_A,198,0,1,0
TXN_003093,USER_1221,MERCHANT_129,558.96,2026-06-07 23:29:04.362924,DEVICE_1221_A,IP_1221_A,1311,0,0,0
TXN_005374,USER_1248,MERCHANT_076,570.22,2026-06-07 23:41:04.362924,DEVICE_1248_A,IP_1248_A,312,0,0,0
TXN_004446,USER_0098,MERCHANT_012,1167.58,2026-06-07 23:50:04.362924,DEVICE_RING_D_02,IP_RING_D_02,83,7,1,1
TXN_004255,USER_0439,MERCHANT_005,715.02,2026-06-08 00:27:04.362924,DEVICE_0439_A,IP_0439_A,1433,0,0,0
TXN_005781,USER_0097,MERCHANT_011,728.88,2026-06-08 00:34:04.362924,DEVICE_RING_D_01,IP_RING_D_02,39,8,4,1
TXN_004644,USER_0943,MERCHANT_089,1700.53,2026-06-08 00:41:04.362924,DEVICE_0943_A,IP_0943_A,335,2,0,0
TXN_004374,USER_1139,MERCHANT_054,664.1,2026-06-08 01:02:04.362924,DEVICE_1139_A,IP_1139_A,1000,0,0,0
TXN_001407,USER_1283,MERCHANT_009,206.56,2026-06-08 01:18:04.362924,DEVICE_1283_A,IP_1283_A,314,0,2,0
TXN_003429,USER_0835,MERCHANT_125,837.21,2026-06-08 01:54:04.362924,DEVICE_0835_A,IP_0835_A,804,0,0,0
TXN_002097,USER_1232,MERCHANT_069,992.07,2026-06-08 01:56:04.362924,DEVICE_1232_A,IP_1232_A,396,0,0,0
TXN_003731,USER_0045,MERCHANT_006,5896.18,2026-06-08 02:09:04.362924,DEVICE_RING_B_01,IP_RING_B_01,5,5,3,1
TXN_001458,USER_0590,MERCHANT_085,798.55,2026-06-08 02:17:04.362924,DEVICE_0590_A,IP_0590_A,731,0,0,0
TXN_005466,USER_0258,MERCHANT_088,590.52,2026-06-08 02:25:04.362924,DEVICE_0258_A,IP_0258_A,1418,0,0,0
TXN_003268,USER_0952,MERCHANT_095,451.88,2026-06-08 02:30:04.362924,DEVICE_0952_A,IP_0952_A,508,0,1,0
TXN_002334,USER_1127,MERCHANT_027,459.05,2026-06-08 02:35:04.362924,DEVICE_1127_A,IP_1127_A,688,0,0,0
TXN_002382,USER_0543,MERCHANT_099,292.68,2026-06-08 02:36:04.362924,DEVICE_0543_A,IP_0543_A,1192,0,0,0
TXN_004497,USER_0912,MERCHANT_123,328.01,2026-06-08 03:03:04.362924,DEVICE_0912_A,IP_0912_A,1325,0,0,0
TXN_002989,USER_0055,MERCHANT_006,807.42,2026-06-08 03:27:04.362924,DEVICE_RING_B_02,IP_RING_B_02,12,7,4,1
TXN_002595,USER_1274,MERCHANT_063,1133.71,2026-06-08 03:33:04.362924,DEVICE_1274_A,IP_1274_A,1351,0,0,0
TXN_001849,USER_1156,MERCHANT_114,1241.43,2026-06-08 04:23:04.362924,DEVICE_1156_A,IP_1156_A,830,0,0,0
TXN_001929,USER_0789,MERCHANT_093,1370.11,2026-06-08 04:28:04.362924,DEVICE_0789_A,IP_0789_A,716,2,1,0
TXN_003139,USER_1337,MERCHANT_147,855.8,2026-06-08 04:39:04.362924,DEVICE_1337_A,IP_1337_A,646,1,0,0
TXN_000903,USER_1109,MERCHANT_129,613.08,2026-06-08 05:00:04.362924,DEVICE_1109_A,IP_1109_A,345,0,1,0
TXN_000612,USER_0901,MERCHANT_038,575.5,2026-06-08 05:44:04.362924,DEVICE_0901_A,IP_0901_A,138,0,0,0
TXN_002247,USER_1233,MERCHANT_033,305.77,2026-06-08 06:03:04.362924,DEVICE_1233_A,IP_1233_A,223,0,0,0
TXN_000542,USER_1463,MERCHANT_128,257.15,2026-06-08 06:08:04.362924,DEVICE_1463_A,IP_1463_A,635,0,0,0
TXN_004155,USER_0074,MERCHANT_007,6729.2,2026-06-08 06:18:04.362924,DEVICE_RING_C_02,IP_RING_C_01,25,8,2,1
TXN_001743,USER_1016,MERCHANT_003,632.37,2026-06-08 06:32:04.362924,DEVICE_1016_A,IP_1016_A,1317,1,0,0
TXN_005612,USER_1171,MERCHANT_141,2257.05,2026-06-08 06:43:04.362924,DEVICE_1171_A,IP_1171_A,319,0,0,0
TXN_002228,USER_0800,MERCHANT_008,382.46,2026-06-08 06:57:04.362924,DEVICE_0800_A,IP_0800_A,993,0,1,0
TXN_001211,USER_0703,MERCHANT_032,236.05,2026-06-08 07:14:04.362924,DEVICE_0703_A,IP_0703_A,837,0,1,0
TXN_001358,USER_1050,MERCHANT_133,804.95,2026-06-08 07:16:04.362924,DEVICE_1050_A,IP_1050_A,702,0,0,0
TXN_001737,USER_0435,MERCHANT_096,272.24,2026-06-08 07:52:04.362924,DEVICE_0435_A,IP_0435_A,1092,1,0,0
TXN_000120,USER_1368,MERCHANT_069,1054.56,2026-06-08 07:53:04.362924,DEVICE_1368_A,IP_1368_A,89,0,0,0
TXN_000206,USER_0860,MERCHANT_142,296.95,2026-06-08 07:57:04.362924,DEVICE_0860_A,IP_0860_A,1202,0,1,0
TXN_003916,USER_0130,MERCHANT_147,560.06,2026-06-08 08:18:04.362924,DEVICE_0130_A,IP_0130_A,1244,0,0,0
TXN_001238,USER_0549,MERCHANT_124,396.13,2026-06-08 09:06:04.362924,DEVICE_0549_A,IP_0549_A,1358,0,0,0
TXN_005619,USER_0699,MERCHANT_123,804.08,2026-06-08 09:19:04.362924,DEVICE_0699_A,IP_0699_A,1274,1,0,0
TXN_003985,USER_0932,MERCHANT_124,719.88,2026-06-08 09:37:04.362924,DEVICE_0932_A,IP_0932_A,1350,0,0,0
TXN_001312,USER_0240,MERCHANT_077,1107.94,2026-06-08 09:53:04.362924,DEVICE_0240_A,IP_0240_A,828,0,0,0
TXN_002792,USER_1482,MERCHANT_007,394.99,2026-06-08 10:13:04.362924,DEVICE_1482_A,IP_1482_A,92,0,0,0
TXN_003459,USER_0059,MERCHANT_004,2547.49,2026-06-08 10:21:04.362924,DEVICE_RING_B_02,IP_RING_B_01,15,3,4,1
TXN_002320,USER_1284,MERCHANT_145,262.91,2026-06-08 10:56:04.362924,DEVICE_1284_A,IP_1284_A,797,1,2,0
TXN_001155,USER_0623,MERCHANT_080,2055.84,2026-06-08 11:03:04.362924,DEVICE_0623_A,IP_0623_A,980,0,2,0
TXN_003516,USER_1460,MERCHANT_095,857.06,2026-06-08 11:12:04.362924,DEVICE_1460_A,IP_1460_A,1202,1,0,0
TXN_001279,USER_1226,MERCHANT_067,692.96,2026-06-08 11:27:04.362924,DEVICE_1226_A,IP_1226_A,524,1,0,0
TXN_005551,USER_1467,MERCHANT_108,289.27,2026-06-08 12:11:04.362924,DEVICE_1467_A,IP_1467_A,716,0,0,0
TXN_004173,USER_1028,MERCHANT_001,417.3,2026-06-08 12:18:04.362924,DEVICE_1028_A,IP_1028_A,454,0,0,0
TXN_003423,USER_1063,MERCHANT_087,825.77,2026-06-08 12:23:04.362924,DEVICE_1063_A,IP_1063_A,1454,0,0,0
TXN_002457,USER_1455,MERCHANT_108,388.34,2026-06-08 13:29:04.362924,DEVICE_1455_A,IP_1455_A,191,0,0,0
